udi,timestamp,machine_id,product_id,machine_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,thermal_delta_k,power_w,hazard,dominant_mode,machine_failure,twf,hdf,pwf,osf,osp,tol,rnf
358,2025-08-01 12:00:00,BLR-03,M47357,M,298.0,307.4,1168,45.1,90,9.43,5519.1,0.1445,hdf,0,0,0,0,0,0,0,0
359,2025-08-01 18:00:00,PKR-09,L47358,L,299.3,309.5,1168,44.1,67,10.22,5393.8,0.0329,tol,0,0,0,0,0,0,0,0
360,2025-08-02 00:00:00,CRS-08,L47359,L,298.9,309.8,1168,65.0,96,10.93,7949.5,0.8555,tol,1,0,0,0,0,0,1,0
361,2025-08-02 06:00:00,KLN-02,H47360,H,299.1,307.9,1410,56.5,116,8.84,8337.0,0.585,tol,1,0,0,0,0,0,0,0
362,2025-08-02 12:00:00,PKR-09,L47361,L,299.7,309.7,1769,39.6,71,10.01,7340.8,0.0076,rnf,0,0,0,0,0,0,0,0
363,2025-08-02 18:00:00,PKR-09,L47362,L,299.1,308.0,1198,41.8,128,8.89,5245.3,0.3972,hdf,0,0,0,0,0,0,0,0
364,2025-08-03 00:00:00,CRS-08,L47363,L,298.8,307.8,1680,50.3,117,9.02,8840.1,0.2335,pwf,1,0,0,0,0,0,0,0
365,2025-08-03 06:00:00,CLC-06,M47364,M,299.0,308.4,1168,34.6,207,9.44,4232.7,0.5064,twf,0,0,0,0,0,0,0,0
366,2025-08-03 12:00:00,CRS-08,L47365,L,301.0,311.4,2558,25.3,116,10.48,6781.0,0.5136,osp,1,0,0,0,0,1,0,0
367,2025-08-03 18:00:00,BLR-03,M47366,M,301.1,310.8,1168,45.4,198,9.68,5556.1,0.2991,twf,0,0,0,0,0,0,0,0
368,2025-08-04 00:00:00,CLC-06,M47367,M,302.1,311.5,1208,61.9,149,9.35,7826.9,0.8254,tol,1,0,0,0,0,0,1,0
369,2025-08-04 06:00:00,PKR-09,L47368,L,302.8,312.9,2257,26.7,84,10.05,6313.4,0.0062,rnf,0,0,0,0,0,0,0,0
370,2025-08-04 12:00:00,BLR-03,M47369,M,302.9,311.7,1168,45.5,31,8.85,5566.0,0.4299,hdf,0,0,0,0,0,0,0,0
371,2025-08-04 18:00:00,FAN-07,M47370,M,302.0,312.5,1168,55.7,108,10.43,6818.0,0.4224,tol,1,0,0,0,0,0,0,0
372,2025-08-05 00:00:00,CRS-08,L47371,L,302.6,308.8,2223,22.1,135,6.13,5137.9,0.0053,rnf,0,0,0,0,0,0,0,0
373,2025-08-05 06:00:00,CRS-08,L47372,L,301.5,311.4,1168,51.2,138,9.92,6268.0,0.1803,tol,1,0,0,0,0,0,0,0
374,2025-08-05 12:00:00,CRS-08,L47373,L,302.5,312.3,2886,12.1,3,9.8,3654.5,0.9516,osp,1,0,0,1,0,1,0,0
375,2025-08-05 18:00:00,CRS-08,L47374,L,302.5,312.8,1366,35.6,48,10.37,5092.6,0.0113,hdf,0,0,0,0,0,0,0,0
376,2025-08-06 00:00:00,PKR-09,L47375,L,300.5,308.5,1168,60.2,95,7.97,7368.8,0.9499,hdf,1,0,1,0,0,0,1,0
377,2025-08-06 06:00:00,KLN-01,H47376,H,300.3,309.7,1168,31.7,78,9.46,3877.5,0.302,pwf,0,0,0,0,0,0,0,0
378,2025-08-06 12:00:00,CRS-08,L47377,L,300.7,313.8,1168,41.0,44,13.1,5013.5,0.0097,tol,0,0,0,0,0,0,0,0
379,2025-08-06 18:00:00,PKR-09,L47378,L,300.5,310.4,1168,48.4,39,9.88,5918.9,0.0996,tol,0,0,0,0,0,0,0,0
380,2025-08-07 00:00:00,CLC-06,M47379,M,300.9,310.8,2886,21.1,14,9.88,6382.5,0.8997,osp,1,0,0,0,0,1,0,0
381,2025-08-07 06:00:00,CRS-08,L47380,L,300.3,311.0,1557,40.8,91,10.74,6652.8,0.0094,tol,0,0,0,0,0,0,0,0
382,2025-08-07 12:00:00,RMM-04,H47381,H,299.4,311.0,1617,40.7,30,11.65,6893.9,0.0091,tol,0,0,0,0,0,0,0,0
383,2025-08-07 18:00:00,FAN-07,M47382,M,299.4,310.4,1168,60.5,41,10.97,7398.1,0.7275,tol,0,0,0,0,0,0,1,0
384,2025-08-08 00:00:00,PKR-09,L47383,L,299.4,307.3,2863,26.4,60,7.84,7918.4,0.8993,osp,1,0,0,0,0,1,0,0
385,2025-08-08 06:00:00,PKR-09,L47384,L,299.2,309.8,1925,35.8,102,10.56,7218.4,0.005,rnf,0,0,0,0,0,0,0,0
386,2025-08-08 12:00:00,RMM-04,H47385,H,300.1,312.7,2886,29.8,58,12.57,9002.6,0.9307,osp,0,0,0,0,0,1,0,0
387,2025-08-08 18:00:00,FAN-07,M47386,M,299.5,310.2,1916,29.4,121,10.62,5900.7,0.0041,rnf,0,0,0,0,0,0,0,0
388,2025-08-09 00:00:00,KLN-01,H47387,H,299.8,308.6,1168,57.2,72,8.85,6993.5,0.7233,tol,0,0,0,0,0,0,1,0
389,2025-08-09 06:00:00,PKR-09,L47388,L,299.8,310.1,1168,40.3,130,10.28,4928.4,0.0201,hdf,0,0,0,0,0,0,0,0
390,2025-08-09 12:00:00,BLR-03,M47389,M,298.8,307.5,1690,33.9,166,8.72,5997.0,0.0102,twf,0,0,0,0,0,0,0,0
391,2025-08-09 18:00:00,CLC-06,M47390,M,298.0,309.2,2479,28.7,127,11.23,7453.2,0.1858,osp,0,0,0,0,0,0,0,0
392,2025-08-10 00:00:00,CRS-08,L47391,L,298.1,307.1,1671,33.8,27,9.04,5913.7,0.0054,rnf,0,0,0,0,0,0,0,0
393,2025-08-10 06:00:00,CRS-08,L47392,L,299.6,309.6,1883,34.8,45,10.07,6861.6,0.0047,rnf,0,0,0,0,0,0,0,0
394,2025-08-10 12:00:00,CLC-06,M47393,M,300.0,306.2,1262,48.1,121,6.24,6356.8,0.8755,hdf,1,0,1,0,0,0,0,0
395,2025-08-10 18:00:00,CRS-08,L47394,L,298.8,308.3,1327,37.2,181,9.45,5162.2,0.1334,hdf,0,0,0,0,0,0,0,0
396,2025-08-11 00:00:00,CRS-08,L47395,L,296.8,308.3,1168,38.4,93,11.49,4702.8,0.0079,rnf,0,0,0,0,0,0,0,0
397,2025-08-11 06:00:00,FAN-07,M47396,M,297.5,307.6,1738,31.7,68,10.1,5762.6,0.0043,rnf,0,0,0,0,0,0,0,0
398,2025-08-11 12:00:00,PKR-09,L47397,L,297.6,307.0,1282,43.5,253,9.44,5842.1,0.9876,twf,1,1,0,0,1,0,0,0
399,2025-08-11 18:00:00,CRS-08,L47398,L,298.5,307.3,1290,58.5,159,8.85,7908.7,0.8505,tol,1,0,0,0,0,0,1,0
400,2025-08-12 00:00:00,PKR-09,L47399,L,298.0,306.1,1553,38.8,60,8.13,6311.1,0.038,hdf,0,0,0,0,0,0,0,0
401,2025-08-12 06:00:00,CRS-08,L47400,L,298.3,304.5,1665,38.4,78,6.14,6699.4,0.0094,rnf,0,0,0,0,0,0,0,0
402,2025-08-12 12:00:00,RMM-04,H47401,H,299.0,309.1,1168,55.0,85,10.11,6731.1,0.3778,tol,1,0,0,0,0,0,0,0
403,2025-08-12 18:00:00,CLC-06,M47402,M,298.8,309.7,1168,63.3,120,10.98,7745.4,0.8248,tol,1,0,0,0,0,0,1,0
404,2025-08-13 00:00:00,CRS-08,L47403,L,298.5,308.0,1591,28.6,36,9.44,4768.9,0.0069,rnf,0,0,0,0,0,0,0,0
405,2025-08-13 06:00:00,RMM-04,H47404,H,298.6,310.2,1475,29.9,38,11.57,4624.2,0.0061,rnf,0,0,0,0,0,0,0,0
406,2025-08-13 12:00:00,CLC-06,M47405,M,299.1,308.4,2148,28.3,113,9.28,6376.4,0.0043,rnf,0,0,0,0,0,0,0,0
407,2025-08-13 18:00:00,CRS-08,L47406,L,299.1,308.9,1202,51.6,123,9.76,6497.6,0.2069,tol,0,0,0,0,0,0,0,0
408,2025-08-14 00:00:00,CML-05,M47407,M,299.9,308.8,1168,51.2,48,8.92,6262.2,0.4617,hdf,1,0,0,0,0,0,0,0
409,2025-08-14 06:00:00,PKR-09,L47408,L,299.5,310.5,1711,42.6,114,10.99,7639.8,0.0138,tol,0,0,0,0,0,0,0,0
410,2025-08-14 12:00:00,KLN-02,H47409,H,298.7,310.8,1286,62.0,22,12.1,8346.7,0.7873,tol,1,0,0,0,0,0,1,0
411,2025-08-14 18:00:00,BLR-03,M47410,M,300.1,308.3,1168,40.1,70,8.24,4898.7,0.7539,hdf,1,0,1,0,0,0,0,0
412,2025-08-15 00:00:00,FAN-07,M47411,M,299.7,309.3,1696,56.2,198,9.65,9978.5,0.9869,pwf,1,0,0,1,1,0,0,0
413,2025-08-15 06:00:00,CRS-08,L47412,L,299.3,310.6,1168,45.7,52,11.26,5592.7,0.0311,tol,1,0,0,0,0,0,0,0
414,2025-08-15 12:00:00,BLR-03,M47413,M,299.3,305.9,2083,33.5,14,6.62,7314.6,0.0045,rnf,0,0,0,0,0,0,0,0
415,2025-08-15 18:00:00,PKR-09,L47414,L,299.4,310.0,1181,56.4,127,10.57,6978.8,0.4752,tol,0,0,0,0,0,0,0,0
416,2025-08-16 00:00:00,PKR-09,L47415,L,299.2,310.4,1548,55.7,139,11.22,9032.7,0.6298,tol,1,0,0,0,0,0,0,0
417,2025-08-16 06:00:00,PKR-09,L47416,L,299.2,309.3,1168,54.7,51,10.08,6695.2,0.3585,tol,0,0,0,0,0,0,0,0
418,2025-08-16 12:00:00,CLC-06,M47417,M,299.2,309.8,1686,33.5,43,10.55,5922.7,0.0045,rnf,0,0,0,0,0,0,0,0
419,2025-08-16 18:00:00,CRS-08,L47418,L,299.4,308.1,1380,34.7,97,8.75,5020.9,0.324,hdf,0,0,0,0,0,0,0,0
420,2025-08-17 00:00:00,RMM-04,H47419,H,297.8,309.8,1958,28.0,61,11.95,5745.9,0.0041,rnf,0,0,0,0,0,0,0,0
421,2025-08-17 06:00:00,FAN-07,M47420,M,299.2,309.2,2635,29.8,46,9.94,8231.2,0.7812,osp,0,0,0,0,0,1,0,0
422,2025-08-17 12:00:00,CRS-08,L47421,L,299.2,308.7,1589,35.3,124,9.47,5874.7,0.0069,rnf,0,0,0,0,0,0,0,0
423,2025-08-17 18:00:00,PKR-09,L47422,L,299.6,308.7,2886,13.3,98,9.08,4006.0,0.9101,osp,0,0,0,0,0,1,0,0
424,2025-08-18 00:00:00,CRS-08,L47423,L,298.7,309.7,1412,37.4,82,10.98,5536.9,0.0064,rnf,0,0,0,0,0,0,0,0
425,2025-08-18 06:00:00,CML-05,M47424,M,298.5,307.1,1168,37.6,57,8.63,4602.3,0.5623,hdf,1,0,1,0,0,0,0,0
426,2025-08-18 12:00:00,BLR-03,M47425,M,298.1,307.9,1168,46.3,137,9.75,5662.7,0.0863,hdf,0,0,0,0,0,0,0,0
427,2025-08-18 18:00:00,CRS-08,L47426,L,299.2,309.3,1210,44.7,50,10.1,5657.6,0.0411,hdf,0,0,0,0,0,0,0,0
428,2025-08-19 00:00:00,CLC-06,M47427,M,298.9,308.4,1587,32.2,45,9.5,5354.1,0.0063,rnf,0,0,0,0,0,0,0,0
429,2025-08-19 06:00:00,PKR-09,L47428,L,299.4,309.7,2886,25.4,244,10.28,7684.0,0.989,osp,1,1,0,0,0,1,0,0
430,2025-08-19 12:00:00,BLR-03,M47429,M,299.0,311.6,1590,37.4,28,12.56,6231.3,0.0057,rnf,0,0,0,0,0,0,0,0
431,2025-08-19 18:00:00,RMM-04,H47430,H,298.8,308.7,1168,56.3,23,9.88,6891.8,0.4824,tol,0,0,0,0,0,0,0,0
432,2025-08-20 00:00:00,FAN-07,M47431,M,298.7,308.3,1361,31.0,47,9.56,4412.9,0.0753,hdf,0,0,0,0,0,0,0,0
433,2025-08-20 06:00:00,BLR-03,M47432,M,299.6,310.7,1421,32.1,23,11.02,4774.6,0.0056,rnf,0,0,0,0,0,0,0,0
434,2025-08-20 12:00:00,FAN-07,M47433,M,298.4,308.6,2472,27.6,24,10.24,7141.8,0.1656,osp,0,0,0,0,0,0,0,0
435,2025-08-20 18:00:00,PKR-09,L47434,L,297.6,309.0,2815,23.7,180,11.44,6984.9,0.8999,osp,1,0,0,0,0,1,0,0
436,2025-08-21 00:00:00,CRS-08,L47435,L,296.4,306.6,1179,49.5,83,10.16,6114.5,0.1058,tol,1,0,0,0,0,0,0,0
437,2025-08-21 06:00:00,CRS-08,L47436,L,295.9,305.7,1207,42.2,84,9.75,5339.0,0.0629,hdf,0,0,0,0,0,0,0,0
438,2025-08-21 12:00:00,PKR-09,L47437,L,295.6,303.8,1214,54.1,19,8.22,6877.1,0.8279,hdf,1,0,1,0,0,0,0,0
439,2025-08-21 18:00:00,CML-05,M47438,M,294.8,299.1,1461,36.0,100,4.31,5513.8,0.2233,hdf,0,0,0,0,0,0,0,0
440,2025-08-22 00:00:00,CML-05,M47439,M,294.6,302.7,1168,62.8,196,8.16,7684.9,0.9958,osf,1,0,1,0,1,0,1,0
441,2025-08-22 06:00:00,CML-05,M47440,M,293.5,303.9,2507,22.6,54,10.38,5946.3,0.2851,osp,1,0,0,0,0,0,0,0
442,2025-08-22 12:00:00,CRS-08,L47441,L,293.2,301.9,1459,37.1,86,8.64,5672.1,0.1455,hdf,0,0,0,0,0,0,0,0
443,2025-08-22 18:00:00,FAN-07,M47442,M,294.5,303.8,2412,25.7,3,9.31,6489.6,0.0564,osp,0,0,0,0,0,0,0,0
444,2025-08-23 00:00:00,CRS-08,L47443,L,295.1,305.1,1168,50.1,76,10.03,6123.9,0.1277,tol,0,0,0,0,0,0,0,0
445,2025-08-23 06:00:00,CRS-08,L47444,L,295.5,305.2,1528,41.3,54,9.76,6610.9,0.0136,tol,0,0,0,0,0,0,0,0
446,2025-08-23 12:00:00,FAN-07,M47445,M,295.1,304.2,1168,47.2,103,9.16,5768.7,0.268,hdf,1,0,0,0,0,0,0,0
447,2025-08-23 18:00:00,RMM-04,H47446,H,294.3,305.0,1168,34.0,72,10.62,4154.1,0.0499,pwf,1,0,0,0,0,0,0,0
448,2025-08-24 00:00:00,FAN-07,M47447,M,293.9,303.1,1579,43.9,49,9.2,7254.3,0.0233,tol,0,0,0,0,0,0,0,0
449,2025-08-24 06:00:00,PKR-09,L47448,L,294.2,303.3,1715,44.6,165,9.01,8019.8,0.0379,tol,0,0,0,0,0,0,0,0
450,2025-08-24 12:00:00,BLR-03,M47449,M,295.2,306.4,1549,41.5,65,11.19,6737.1,0.0107,tol,0,0,0,0,0,0,0,0
451,2025-08-24 18:00:00,PKR-09,L47450,L,296.1,306.4,1726,32.5,13,10.35,5872.3,0.0043,rnf,0,0,0,0,0,0,0,0
452,2025-08-25 00:00:00,CML-05,M47451,M,296.7,306.5,1419,61.5,102,9.77,9137.0,0.8883,tol,0,0,0,1,0,0,1,0
453,2025-08-25 06:00:00,CML-05,M47452,M,296.4,302.5,1168,62.6,39,6.08,7651.1,0.9795,hdf,1,0,1,0,0,0,1,0
454,2025-08-25 12:00:00,CRS-08,L47453,L,296.7,305.0,1584,27.8,56,8.32,4610.1,0.0208,hdf,0,0,0,0,0,0,0,0
455,2025-08-25 18:00:00,PKR-09,L47454,L,296.6,307.0,1395,47.9,45,10.38,7003.4,0.0621,tol,0,0,0,0,0,0,0,0
456,2025-08-26 00:00:00,PKR-09,L47455,L,296.7,305.9,2886,8.3,64,9.18,2521.6,0.9899,pwf,1,0,0,1,0,1,0,0
457,2025-08-26 06:00:00,KLN-01,H47456,H,298.3,310.4,1280,47.4,62,12.07,6349.9,0.0487,tol,0,0,0,0,0,0,0,0
458,2025-08-26 12:00:00,CRS-08,L47457,L,297.2,306.6,1678,29.1,72,9.42,5116.1,0.0045,rnf,0,0,0,0,0,0,0,0
459,2025-08-26 18:00:00,CLC-06,M47458,M,297.2,306.5,1524,34.2,32,9.34,5461.1,0.0159,hdf,0,0,0,0,0,0,0,0
460,2025-08-27 00:00:00,FAN-07,M47459,M,298.2,308.0,2322,25.6,86,9.81,6215.1,0.0126,osp,0,0,0,0,0,0,0,0
461,2025-08-27 06:00:00,PKR-09,L47460,L,297.3,308.1,1305,37.6,110,10.81,5143.5,0.0081,rnf,0,0,0,0,0,0,0,0
462,2025-08-27 12:00:00,PKR-09,L47461,L,297.0,307.8,1286,49.2,164,10.73,6628.8,0.1297,tol,0,0,0,0,0,0,0,0
463,2025-08-27 18:00:00,KLN-01,H47462,H,296.9,301.4,2886,19.6,48,4.57,5914.3,0.8997,osp,1,0,0,0,0,1,0,0
464,2025-08-28 00:00:00,CRS-08,L47463,L,296.9,306.1,1255,47.8,180,9.16,6286.7,0.3744,hdf,1,0,0,0,0,0,0,0
465,2025-08-28 06:00:00,PKR-09,L47464,L,296.0,307.1,2122,34.4,38,11.08,7633.2,0.0048,rnf,0,0,0,0,0,0,0,0
466,2025-08-28 12:00:00,FAN-07,M47465,M,296.6,308.5,1168,66.8,95,11.85,8167.9,0.875,tol,1,0,0,0,0,0,1,0
467,2025-08-28 18:00:00,CML-05,M47466,M,297.3,307.0,1445,44.7,26,9.74,6773.1,0.0395,tol,0,0,0,0,0,0,0,0
468,2025-08-29 00:00:00,RMM-04,H47467,H,297.8,307.8,2728,27.1,111,10.03,7728.6,0.8812,osp,1,0,0,0,0,1,0,0
469,2025-08-29 06:00:00,CRS-08,L47468,L,297.3,306.8,2114,34.8,44,9.48,7708.6,0.0049,rnf,0,0,0,0,0,0,0,0
470,2025-08-29 12:00:00,PKR-09,L47469,L,297.6,307.2,1168,57.1,142,9.65,6986.2,0.5737,tol,0,0,0,0,0,0,1,0
471,2025-08-29 18:00:00,PKR-09,L47470,L,297.1,308.8,1168,47.9,27,11.71,5853.6,0.0565,tol,0,0,0,0,0,0,0,0
472,2025-08-30 00:00:00,PKR-09,L47471,L,297.0,306.0,1363,29.9,56,9.0,4267.5,0.258,hdf,1,0,0,0,0,0,0,0
473,2025-08-30 06:00:00,CRS-08,L47472,L,298.7,307.7,1612,37.1,50,9.06,6257.3,0.0087,rnf,0,0,0,0,0,0,0,0
474,2025-08-30 12:00:00,CRS-08,L47473,L,298.8,310.4,1873,37.4,19,11.61,7337.0,0.0057,rnf,0,0,0,0,0,0,0,0
475,2025-08-30 18:00:00,PKR-09,L47474,L,298.1,308.7,1422,49.5,72,10.62,7367.7,0.0919,tol,0,0,0,0,0,0,0,0
476,2025-08-31 00:00:00,PKR-09,L47475,L,298.3,310.5,1530,26.4,155,12.12,4223.1,0.0318,pwf,0,0,0,0,0,0,0,0
477,2025-08-31 06:00:00,CRS-08,L47476,L,297.5,307.1,2073,32.5,7,9.55,7064.0,0.0044,rnf,0,0,0,0,0,0,0,0
478,2025-08-31 12:00:00,CML-05,M47477,M,296.9,307.0,1233,55.3,79,10.13,7138.7,0.3949,tol,1,0,0,0,0,0,0,0
479,2025-08-31 18:00:00,CLC-06,M47478,M,296.3,305.7,1504,35.8,69,9.34,5639.7,0.0218,hdf,0,0,0,0,0,0,0,0
480,2025-09-01 00:00:00,PKR-09,L47479,L,296.3,306.4,1783,48.2,80,10.14,8991.2,0.3369,pwf,1,0,0,0,0,0,0,0
481,2025-09-01 06:00:00,PKR-09,L47480,L,297.1,305.3,1556,41.5,107,8.23,6769.6,0.039,hdf,0,0,0,0,0,0,0,0
482,2025-09-01 12:00:00,CRS-08,L47481,L,297.7,308.4,1168,64.4,112,10.68,7876.9,0.8474,tol,1,0,0,0,0,0,1,0
483,2025-09-01 18:00:00,CRS-08,L47482,L,298.2,308.5,1798,40.1,253,10.32,7551.9,0.9707,twf,1,1,0,0,1,0,0,0
484,2025-09-02 00:00:00,CRS-08,L47483,L,297.5,307.5,1168,40.3,84,9.94,4934.5,0.0386,hdf,0,0,0,0,0,0,0,0
485,2025-09-02 06:00:00,CRS-08,L47484,L,297.3,306.9,1696,33.4,172,9.61,5936.4,0.0148,twf,0,0,0,0,0,0,0,0
486,2025-09-02 12:00:00,CRS-08,L47485,L,297.7,306.8,1495,37.1,126,9.11,5815.1,0.0397,hdf,0,0,0,0,0,0,0,0
487,2025-09-02 18:00:00,CRS-08,L47486,L,297.4,308.1,1189,35.0,109,10.73,4358.1,0.0188,pwf,0,0,0,0,0,0,0,0
488,2025-09-03 00:00:00,CRS-08,L47487,L,297.3,306.2,1934,31.5,28,8.83,6375.4,0.0042,rnf,0,0,0,0,0,0,0,0
489,2025-09-03 06:00:00,PKR-09,L47488,L,297.8,308.3,1922,37.8,47,10.51,7599.4,0.006,rnf,0,0,0,0,0,0,0,0
490,2025-09-03 12:00:00,CRS-08,L47489,L,297.7,309.8,1168,58.6,86,12.07,7163.7,0.6205,tol,1,0,0,0,0,0,1,0
491,2025-09-03 18:00:00,FAN-07,M47490,M,298.0,309.5,2886,10.1,84,11.49,3054.8,0.9888,osp,1,0,0,1,0,1,0,0
492,2025-09-04 00:00:00,BLR-03,M47491,M,299.2,306.2,1168,40.0,88,6.97,4892.6,0.8926,hdf,0,0,1,0,0,0,0,0
493,2025-09-04 06:00:00,CLC-06,M47492,M,299.1,308.6,1168,47.8,128,9.46,5846.1,0.1608,hdf,0,0,0,0,0,0,0,0
494,2025-09-04 12:00:00,PKR-09,L47493,L,300.0,310.4,1556,29.7,245,10.42,4833.6,0.8927,twf,1,1,0,0,0,0,0,0
495,2025-09-04 18:00:00,FAN-07,M47494,M,300.4,310.3,1168,52.0,40,9.93,6366.3,0.2091,tol,1,0,0,0,0,0,0,0
496,2025-09-05 00:00:00,PKR-09,L47495,L,299.3,307.9,1264,40.8,73,8.6,5400.3,0.5608,hdf,1,0,1,0,0,0,0,0
497,2025-09-05 06:00:00,CRS-08,L47496,L,298.6,309.0,2322,29.2,88,10.39,7096.6,0.0126,osp,0,0,0,0,0,0,0,0
498,2025-09-05 12:00:00,CML-05,M47497,M,298.2,308.1,2886,17.9,110,9.99,5412.9,0.8997,osp,1,0,0,0,0,1,0,0
499,2025-09-05 18:00:00,CRS-08,L47498,L,297.7,309.6,1774,35.9,85,11.91,6665.6,0.005,rnf,0,0,0,0,0,0,0,0
500,2025-09-06 00:00:00,PKR-09,L47499,L,297.8,307.5,1561,44.1,55,9.75,7207.3,0.0213,tol,0,0,0,0,0,0,0,0
501,2025-09-06 06:00:00,CML-05,M47500,M,298.3,309.5,1168,59.2,14,11.17,7240.8,0.6595,tol,0,0,0,0,0,0,1,0
502,2025-09-06 12:00:00,FAN-07,M47501,M,299.3,308.0,1891,46.2,62,8.73,9156.7,0.5506,pwf,0,0,0,1,0,0,0,0
503,2025-09-06 18:00:00,RMM-04,H47502,H,299.5,307.0,1168,52.4,56,7.49,6407.8,0.9019,hdf,1,0,1,0,0,0,0,0
504,2025-09-07 00:00:00,CRS-08,L47503,L,299.2,310.0,1884,26.7,12,10.72,5269.0,0.0041,rnf,0,0,0,0,0,0,0,0
505,2025-09-07 06:00:00,PKR-09,L47504,L,297.9,309.0,2076,34.1,71,11.08,7419.3,0.0046,rnf,0,0,0,0,0,0,0,0
506,2025-09-07 12:00:00,CLC-06,M47505,M,298.1,307.1,1413,53.4,61,9.04,7906.2,0.3648,tol,1,0,0,0,0,0,0,0
507,2025-09-07 18:00:00,PKR-09,L47506,L,298.2,308.2,2205,30.2,193,10.02,6981.3,0.1244,twf,0,0,0,0,0,0,0,0
508,2025-09-08 00:00:00,CML-05,M47507,M,298.4,307.0,1335,52.9,136,8.62,7401.9,0.5977,hdf,1,0,0,0,0,0,0,0
509,2025-09-08 06:00:00,CRS-08,L47508,L,299.9,309.8,2886,20.4,123,9.82,6157.6,0.8997,osp,1,0,0,0,0,1,0,0
510,2025-09-08 12:00:00,PKR-09,L47509,L,300.8,311.6,1707,43.0,50,10.84,7690.0,0.015,tol,0,0,0,0,0,0,0,0
511,2025-09-08 18:00:00,CRS-08,L47510,L,301.3,310.8,1309,37.6,87,9.57,5152.9,0.083,hdf,0,0,0,0,0,0,0,0
512,2025-09-09 00:00:00,CLC-06,M47511,M,300.5,310.3,2886,20.5,60,9.75,6197.6,0.8997,osp,1,0,0,0,0,1,0,0
513,2025-09-09 06:00:00,PKR-09,L47512,L,300.2,309.0,1168,61.9,71,8.87,7567.5,0.8701,tol,0,0,0,0,0,0,1,0
514,2025-09-09 12:00:00,CRS-08,L47513,L,300.1,309.4,1348,47.0,231,9.35,6628.0,0.9811,twf,1,1,0,0,1,0,0,0
515,2025-09-09 18:00:00,CRS-08,L47514,L,299.6,311.3,1391,43.7,49,11.76,6371.1,0.018,tol,0,0,0,0,0,0,0,0
516,2025-09-10 00:00:00,PKR-09,L47515,L,299.9,310.0,1413,35.5,64,10.07,5247.1,0.0149,hdf,0,0,0,0,0,0,0,0
517,2025-09-10 06:00:00,PKR-09,L47516,L,300.2,309.2,1168,56.0,63,9.0,6847.0,0.617,tol,1,0,0,0,0,0,0,0
518,2025-09-10 12:00:00,CML-05,M47517,M,299.4,309.1,1767,38.8,126,9.69,7188.0,0.0068,rnf,0,0,0,0,0,0,0,0
519,2025-09-10 18:00:00,PKR-09,L47518,L,300.3,308.7,1421,44.4,64,8.4,6606.8,0.3164,hdf,0,0,0,0,0,0,0,0
520,2025-09-11 00:00:00,CLC-06,M47519,M,300.3,309.3,1377,48.1,40,8.99,6931.7,0.2699,hdf,0,0,0,0,0,0,0,0
521,2025-09-11 06:00:00,CLC-06,M47520,M,299.1,310.5,2193,31.4,24,11.36,7210.0,0.0048,rnf,0,0,0,0,0,0,0,0
522,2025-09-11 12:00:00,CRS-08,L47521,L,299.1,309.0,2886,7.9,54,9.86,2395.2,0.99,pwf,1,0,0,1,0,1,0,0
523,2025-09-11 18:00:00,PKR-09,L47522,L,299.4,311.3,1168,48.4,96,11.89,5925.8,0.067,tol,0,0,0,0,0,0,0,0
524,2025-09-12 00:00:00,FAN-07,M47523,M,300.1,310.0,2886,12.0,99,9.9,3616.5,0.9571,osp,1,0,0,1,0,1,0,0
525,2025-09-12 06:00:00,CRS-08,L47524,L,299.9,309.8,1858,36.4,28,9.96,7091.0,0.0052,rnf,0,0,0,0,0,0,0,0
526,2025-09-12 12:00:00,PKR-09,L47525,L,300.4,311.1,2136,34.4,59,10.64,7694.5,0.0049,rnf,0,0,0,0,0,0,0,0
527,2025-09-12 18:00:00,KLN-01,H47526,H,300.5,307.8,1634,45.4,53,7.33,7770.8,0.0339,tol,0,0,0,0,0,0,0,0
528,2025-09-13 00:00:00,KLN-01,H47527,H,299.6,309.8,1168,61.8,77,10.2,7560.0,0.7838,tol,1,0,0,0,0,0,1,0
529,2025-09-13 06:00:00,BLR-03,M47528,M,298.7,308.6,2886,18.6,157,9.95,5624.2,0.8998,osp,1,0,0,0,0,1,0,0
530,2025-09-13 12:00:00,PKR-09,L47529,L,299.5,311.0,1168,65.0,12,11.49,7952.3,0.8554,tol,0,0,0,0,0,0,1,0
531,2025-09-13 18:00:00,FAN-07,M47530,M,300.3,308.7,1168,59.9,114,8.33,7331.8,0.9149,hdf,1,0,1,0,0,0,1,0
532,2025-09-14 00:00:00,BLR-03,M47531,M,300.5,306.0,1168,43.8,43,5.49,5360.5,0.8977,hdf,1,0,1,0,0,0,0,0
533,2025-09-14 06:00:00,PKR-09,L47532,L,301.5,312.8,1730,24.4,8,11.24,4426.0,0.0111,pwf,0,0,0,0,0,0,0,0
534,2025-09-14 12:00:00,CLC-06,M47533,M,302.1,311.9,1168,51.0,33,9.74,6233.7,0.1834,tol,1,0,0,0,0,0,0,0
535,2025-09-14 18:00:00,PKR-09,L47534,L,302.5,311.6,1168,30.7,189,9.1,3753.2,0.5749,pwf,1,0,0,0,0,0,0,0
536,2025-09-15 00:00:00,PKR-09,L47535,L,301.7,311.9,1168,39.3,91,10.2,4809.8,0.0221,hdf,0,0,0,0,0,0,0,0
